candidate,op,tier,a,b,result,operand_digit_tier_a,operand_digit_tier_b,result_digit_tier,active_columns,carry_count,borrow_count,borrow_chain_length,operand_closeness,c_over_d_ratio
C12,add,2,49,93,142,2,2,3,2,2,,,0.5269,0.5269
C12,sub,4,6428,5385,1043,4,4,4,4,,1,1,0.8377,0.1937
C12,sub,2,77,65,12,2,2,2,2,,0,0,0.8442,0.1846
C12,add,4,4462,2390,6852,4,4,4,4,1,,,0.5356,1.8669
C12,sub,4,8256,7209,1047,4,4,4,4,,1,1,0.8732,0.1452
C12,add,2,84,35,119,2,2,3,2,1,,,0.4167,2.4
C12,add,3,850,169,1019,3,3,4,3,2,,,0.1988,5.0296
C12,add,3,260,223,483,3,3,3,3,0,,,0.8577,1.1659
C12,add,4,3899,2015,5914,4,4,4,4,2,,,0.5168,1.935
C12,add,2,40,59,99,2,2,2,2,0,,,0.678,0.678
C12,add,3,865,339,1204,3,3,4,3,3,,,0.3919,2.5516
C12,add,3,158,239,397,3,3,3,3,1,,,0.6611,0.6611
C12,add,2,92,67,159,2,2,3,2,1,,,0.7283,1.3731
C12,sub,4,7963,4866,3097,4,4,4,4,,2,2,0.6111,0.6365
C12,sub,3,785,327,458,3,3,3,3,,1,1,0.4166,1.4006
C12,add,2,86,80,166,2,2,3,2,1,,,0.9302,1.075
C12,sub,4,9452,6069,3383,4,4,4,4,,2,2,0.6421,0.5574
C12,add,3,488,430,918,3,3,3,3,1,,,0.8811,1.1349
C12,sub,4,7503,1255,6248,4,4,4,4,,2,2,0.1673,4.9785
C12,sub,2,94,40,54,2,2,2,2,,0,0,0.4255,1.35
C12,add,4,2422,6444,8866,4,4,4,4,0,,,0.3759,0.3759
C12,sub,4,8349,3699,4650,4,4,4,4,,2,2,0.443,1.2571
C12,add,3,578,411,989,3,3,3,3,0,,,0.7111,1.4063
C12,add,2,41,44,85,2,2,2,2,0,,,0.9318,0.9318
C12,sub,4,9827,7087,2740,4,4,4,4,,1,1,0.7212,0.3866
C12,add,4,2225,7727,9952,4,4,4,4,1,,,0.288,0.288
C12,sub,4,3131,2044,1087,4,4,4,4,,2,2,0.6528,0.5318
C12,sub,2,44,17,27,2,2,2,2,,1,1,0.3864,1.5882
C12,sub,3,730,235,495,3,3,3,3,,2,2,0.3219,2.1064
C12,sub,2,74,17,57,2,2,2,2,,1,1,0.2297,3.3529
C12,sub,4,7621,6623,998,4,4,3,4,,3,3,0.869,0.1507
C12,sub,4,5001,4808,193,4,4,3,4,,3,3,0.9614,0.0401
C12,add,2,15,98,113,2,2,3,2,2,,,0.1531,0.1531
C12,sub,2,82,25,57,2,2,2,2,,1,1,0.3049,2.28
C12,add,2,97,85,182,2,2,3,2,2,,,0.8763,1.1412
C12,sub,3,943,378,565,3,3,3,3,,2,2,0.4008,1.4947
C12,add,2,14,82,96,2,2,2,2,0,,,0.1707,0.1707
C12,sub,2,60,48,12,2,2,2,2,,1,1,0.8,0.25
C12,sub,4,9447,3426,6021,4,4,4,4,,0,0,0.3627,1.7574
C12,sub,2,71,59,12,2,2,2,2,,1,1,0.831,0.2034
C12,sub,4,9367,7493,1874,4,4,4,4,,2,2,0.7999,0.2501
C12,add,2,39,25,64,2,2,2,2,1,,,0.641,1.56
C12,sub,2,91,36,55,2,2,2,2,,1,1,0.3956,1.5278
C12,sub,4,5117,3343,1774,4,4,4,4,,2,2,0.6533,0.5307
C12,add,2,27,59,86,2,2,2,2,1,,,0.4576,0.4576
C12,add,3,318,884,1202,3,3,4,3,3,,,0.3597,0.3597
C12,add,4,4198,1131,5329,4,4,4,4,1,,,0.2694,3.7118
C12,add,2,38,57,95,2,2,2,2,1,,,0.6667,0.6667
C12,sub,2,51,34,17,2,2,2,2,,1,1,0.6667,0.5
C12,sub,2,89,38,51,2,2,2,2,,0,0,0.427,1.3421
C12,sub,2,78,20,58,2,2,2,2,,0,0,0.2564,2.9
C12,add,3,871,597,1468,3,3,4,3,2,,,0.6854,1.459
C12,add,3,129,642,771,3,3,3,3,1,,,0.2009,0.2009
C12,sub,3,905,878,27,3,3,2,3,,2,2,0.9702,0.0308
C12,add,2,57,71,128,2,2,3,2,1,,,0.8028,0.8028
C12,add,4,5656,4055,9711,4,4,4,4,2,,,0.7169,1.3948
C12,add,3,467,550,1017,3,3,4,3,2,,,0.8491,0.8491
C12,sub,3,724,466,258,3,3,3,3,,2,2,0.6436,0.5536
C12,add,2,72,55,127,2,2,3,2,1,,,0.7639,1.3091
C12,sub,3,848,660,188,3,3,3,3,,1,1,0.7783,0.2848
C12,add,3,922,328,1250,3,3,4,3,2,,,0.3557,2.811
C12,add,2,41,48,89,2,2,2,2,0,,,0.8542,0.8542
C12,sub,4,7619,2585,5034,4,4,4,4,,1,1,0.3393,1.9474
C12,add,3,866,246,1112,3,3,4,3,3,,,0.2841,3.5203
C12,sub,4,6460,6366,94,4,4,2,4,,2,2,0.9854,0.0148
C12,add,3,221,540,761,3,3,3,3,0,,,0.4093,0.4093
C12,sub,3,964,247,717,3,3,3,3,,1,1,0.2562,2.9028
C12,sub,4,2315,1338,977,4,4,3,4,,3,3,0.578,0.7302
C12,add,2,69,68,137,2,2,3,2,2,,,0.9855,1.0147
C12,sub,4,3736,1506,2230,4,4,4,4,,0,0,0.4031,1.4807
C12,add,3,864,629,1493,3,3,4,3,2,,,0.728,1.3736
C12,add,3,766,649,1415,3,3,4,3,3,,,0.8473,1.1803
C12,add,3,831,769,1600,3,3,4,3,3,,,0.9254,1.0806
C12,sub,3,410,145,265,3,3,3,3,,2,2,0.3537,1.8276
C12,add,2,23,30,53,2,2,2,2,0,,,0.7667,0.7667
C12,sub,4,8323,7993,330,4,4,3,4,,2,2,0.9604,0.0413
C12,add,3,109,890,999,3,3,3,3,0,,,0.1225,0.1225
C12,sub,4,4352,1718,2634,4,4,4,4,,2,2,0.3948,1.5332
C12,add,3,894,613,1507,3,3,4,3,2,,,0.6857,1.4584
C12,add,3,344,572,916,3,3,3,3,1,,,0.6014,0.6014
C12,add,3,898,587,1485,3,3,4,3,3,,,0.6537,1.5298
C12,add,3,854,325,1179,3,3,4,3,1,,,0.3806,2.6277
C12,sub,4,1851,1549,302,4,4,3,4,,1,1,0.8368,0.195
C12,add,3,865,212,1077,3,3,4,3,1,,,0.2451,4.0802
C12,sub,3,964,345,619,3,3,3,3,,1,1,0.3579,1.7942
C12,add,4,3516,2349,5865,4,4,4,4,1,,,0.6681,1.4968
C12,sub,3,446,400,46,3,3,2,3,,0,0,0.8969,0.115
C12,add,3,101,837,938,3,3,3,3,0,,,0.1207,0.1207
C12,add,4,4276,4438,8714,4,4,4,4,2,,,0.9635,0.9635
C12,sub,4,6310,2616,3694,4,4,4,4,,3,3,0.4146,1.4121
C12,sub,4,8371,5160,3211,4,4,4,4,,0,0,0.6164,0.6223
C12,sub,3,789,588,201,3,3,3,3,,0,0,0.7452,0.3418
C12,sub,3,933,850,83,3,3,2,3,,1,1,0.911,0.0976
C12,add,4,1295,4559,5854,4,4,4,4,2,,,0.2841,0.2841
C12,add,4,2036,6457,8493,4,4,4,4,1,,,0.3153,0.3153
C12,add,2,84,20,104,2,2,3,2,1,,,0.2381,4.2
C12,sub,2,80,15,65,2,2,2,2,,1,1,0.1875,4.3333
C12,add,2,66,13,79,2,2,2,2,0,,,0.197,5.0769
C12,sub,4,3998,3299,699,4,4,3,4,,2,2,0.8252,0.2119
C12,sub,2,43,31,12,2,2,2,2,,0,0,0.7209,0.3871
C12,sub,2,99,50,49,2,2,2,2,,0,0,0.5051,0.98
C12,add,3,265,384,649,3,3,3,3,1,,,0.6901,0.6901
C12,add,2,25,76,101,2,2,3,2,2,,,0.3289,0.3289
C12,sub,4,8811,4367,4444,4,4,4,4,,2,2,0.4956,1.0176
C12,sub,3,911,675,236,3,3,3,3,,2,2,0.7409,0.3496
C12,add,3,424,334,758,3,3,3,3,0,,,0.7877,1.2695
C12,sub,2,98,40,58,2,2,2,2,,0,0,0.4082,1.45
C12,add,2,15,65,80,2,2,2,2,1,,,0.2308,0.2308
C12,sub,2,72,11,61,2,2,2,2,,0,0,0.1528,5.5455
C12,sub,2,71,27,44,2,2,2,2,,1,1,0.3803,1.6296
C12,sub,2,83,21,62,2,2,2,2,,0,0,0.253,2.9524
C12,sub,4,2764,1815,949,4,4,3,4,,2,2,0.6567,0.5229
C12,sub,4,3771,1642,2129,4,4,4,4,,1,1,0.4354,1.2966
C12,sub,3,498,155,343,3,3,3,3,,0,0,0.3112,2.2129
C12,sub,3,253,188,65,3,3,2,3,,2,2,0.7431,0.3457
C12,add,3,867,104,971,3,3,3,3,1,,,0.12,8.3365
C12,sub,2,90,12,78,2,2,2,2,,1,1,0.1333,6.5
C12,sub,2,92,10,82,2,2,2,2,,0,0,0.1087,8.2
C12,add,4,3125,3712,6837,4,4,4,4,0,,,0.8419,0.8419
C12,sub,3,481,218,263,3,3,3,3,,1,1,0.4532,1.2064
C12,sub,3,894,582,312,3,3,3,3,,0,0,0.651,0.5361
C12,add,4,2444,6626,9070,4,4,4,4,2,,,0.3688,0.3688
C12,sub,4,1629,1038,591,4,4,3,4,,1,1,0.6372,0.5694
C12,add,3,456,547,1003,3,3,4,3,3,,,0.8336,0.8336
C12,add,2,97,73,170,2,2,3,2,2,,,0.7526,1.3288
C12,add,3,800,550,1350,3,3,4,3,1,,,0.6875,1.4545
C12,add,3,357,942,1299,3,3,4,3,1,,,0.379,0.379
C12,add,2,33,52,85,2,2,2,2,0,,,0.6346,0.6346
C12,sub,3,798,633,165,3,3,3,3,,0,0,0.7932,0.2607
C12,add,3,843,336,1179,3,3,4,3,1,,,0.3986,2.5089
C12,add,3,263,307,570,3,3,3,3,1,,,0.8567,0.8567
C12,add,2,99,10,109,2,2,3,2,1,,,0.101,9.9
C12,add,3,102,478,580,3,3,3,3,1,,,0.2134,0.2134
C12,sub,3,289,181,108,3,3,3,3,,0,0,0.6263,0.5967
C12,sub,2,97,62,35,2,2,2,2,,0,0,0.6392,0.5645
C12,sub,2,85,48,37,2,2,2,2,,1,1,0.5647,0.7708
C12,sub,3,262,228,34,3,3,2,3,,1,1,0.8702,0.1491
C12,sub,4,8470,5462,3008,4,4,4,4,,1,1,0.6449,0.5507
C12,sub,3,696,386,310,3,3,3,3,,0,0,0.5546,0.8031
C12,add,2,18,96,114,2,2,3,2,2,,,0.1875,0.1875
C12,add,2,36,59,95,2,2,2,2,1,,,0.6102,0.6102
C12,sub,2,31,16,15,2,2,2,2,,1,1,0.5161,0.9375
C12,sub,4,5547,4665,882,4,4,3,4,,2,2,0.841,0.1891
C12,sub,4,9044,4463,4581,4,4,4,4,,2,2,0.4935,1.0264
C12,sub,3,720,130,590,3,3,3,3,,1,1,0.1806,4.5385
C12,add,4,1784,4149,5933,4,4,4,4,2,,,0.43,0.43
C12,add,3,176,113,289,3,3,3,3,0,,,0.642,1.5575
C12,add,4,2697,5366,8063,4,4,4,4,3,,,0.5026,0.5026
C12,add,3,411,642,1053,3,3,4,3,1,,,0.6402,0.6402
C12,sub,2,56,46,10,2,2,2,2,,0,0,0.8214,0.2174
C12,sub,2,58,39,19,2,2,2,2,,1,1,0.6724,0.4872
C12,add,2,31,77,108,2,2,3,2,1,,,0.4026,0.4026
C12,sub,3,909,213,696,3,3,3,3,,1,1,0.2343,3.2676
C12,add,4,4332,4837,9169,4,4,4,4,1,,,0.8956,0.8956
C12,add,2,46,42,88,2,2,2,2,0,,,0.913,1.0952
C12,add,2,90,63,153,2,2,3,2,1,,,0.7,1.4286
C12,sub,3,983,647,336,3,3,3,3,,1,1,0.6582,0.5193
C12,add,2,40,64,104,2,2,3,2,1,,,0.625,0.625
C12,sub,3,814,211,603,3,3,3,3,,0,0,0.2592,2.8578
C12,sub,2,48,13,35,2,2,2,2,,0,0,0.2708,2.6923
C12,sub,3,549,255,294,3,3,3,3,,1,1,0.4645,1.1529
C12,sub,3,906,641,265,3,3,3,3,,1,1,0.7075,0.4134
C12,add,2,10,91,101,2,2,3,2,1,,,0.1099,0.1099
C12,sub,4,8406,5672,2734,4,4,4,4,,2,2,0.6748,0.482
C12,sub,2,77,51,26,2,2,2,2,,0,0,0.6623,0.5098
C12,add,2,93,51,144,2,2,3,2,1,,,0.5484,1.8235
C12,sub,3,985,599,386,3,3,3,3,,2,2,0.6081,0.6444
C12,sub,3,736,598,138,3,3,3,3,,2,2,0.8125,0.2308
C12,sub,4,6322,4386,1936,4,4,4,4,,3,3,0.6938,0.4414
C12,add,3,713,702,1415,3,3,4,3,1,,,0.9846,1.0157
C12,sub,4,7509,1359,6150,4,4,4,4,,1,1,0.181,4.5254
C12,add,2,74,99,173,2,2,3,2,2,,,0.7475,0.7475
C12,add,2,80,12,92,2,2,2,2,0,,,0.15,6.6667
C12,add,2,47,70,117,2,2,3,2,1,,,0.6714,0.6714
C12,sub,4,8017,4453,3564,4,4,4,4,,2,2,0.5554,0.8004
C12,add,2,17,51,68,2,2,2,2,0,,,0.3333,0.3333
C12,sub,3,490,370,120,3,3,3,3,,0,0,0.7551,0.3243
C12,add,3,305,966,1271,3,3,4,3,2,,,0.3157,0.3157
C12,add,3,939,466,1405,3,3,4,3,3,,,0.4963,2.015
C12,add,3,574,400,974,3,3,3,3,0,,,0.6969,1.435
C12,add,3,923,299,1222,3,3,4,3,3,,,0.3239,3.087
C12,sub,3,896,676,220,3,3,3,3,,0,0,0.7545,0.3254
C12,add,2,36,27,63,2,2,2,2,1,,,0.75,1.3333
C12,sub,2,87,36,51,2,2,2,2,,0,0,0.4138,1.4167
C12,sub,3,721,611,110,3,3,3,3,,0,0,0.8474,0.18
C12,add,3,355,256,611,3,3,3,3,2,,,0.7211,1.3867
C12,sub,2,91,41,50,2,2,2,2,,0,0,0.4505,1.2195
C12,add,3,790,861,1651,3,3,4,3,2,,,0.9175,0.9175
C12,sub,2,84,29,55,2,2,2,2,,1,1,0.3452,1.8966
C12,sub,2,38,24,14,2,2,2,2,,0,0,0.6316,0.5833
C12,sub,2,85,54,31,2,2,2,2,,0,0,0.6353,0.5741
C12,sub,2,99,57,42,2,2,2,2,,0,0,0.5758,0.7368
C12,add,2,82,95,177,2,2,3,2,1,,,0.8632,0.8632
C12,sub,2,97,10,87,2,2,2,2,,0,0,0.1031,8.7
C12,add,4,2316,1707,4023,4,4,4,4,2,,,0.737,1.3568
C12,add,2,23,15,38,2,2,2,2,0,,,0.6522,1.5333
C12,add,2,31,85,116,2,2,3,2,1,,,0.3647,0.3647
C12,sub,3,909,844,65,3,3,2,3,,1,1,0.9285,0.077
C12,sub,2,72,36,36,2,2,2,2,,1,1,0.5,1.0
C12,sub,3,618,451,167,3,3,3,3,,1,1,0.7298,0.3703
C12,sub,3,623,468,155,3,3,3,3,,2,2,0.7512,0.3312
C12,sub,2,44,28,16,2,2,2,2,,1,1,0.6364,0.5714
C12,add,2,22,81,103,2,2,3,2,1,,,0.2716,0.2716
C12,sub,3,946,578,368,3,3,3,3,,2,2,0.611,0.6367
C12,sub,2,65,46,19,2,2,2,2,,1,1,0.7077,0.413
C12,sub,2,98,43,55,2,2,2,2,,0,0,0.4388,1.2791
C12,sub,4,6706,1506,5200,4,4,4,4,,0,0,0.2246,3.4529
C12,sub,4,8516,7793,723,4,4,3,4,,2,2,0.9151,0.0928
C12,sub,4,7207,6081,1126,4,4,4,4,,1,1,0.8438,0.1852
C12,sub,4,6017,4969,1048,4,4,4,4,,3,3,0.8258,0.2109
C12,add,4,2002,6486,8488,4,4,4,4,0,,,0.3087,0.3087
C12,add,4,4792,3747,8539,4,4,4,4,2,,,0.7819,1.2789
C12,sub,4,4873,2806,2067,4,4,4,4,,1,1,0.5758,0.7366
C12,add,3,764,496,1260,3,3,4,3,3,,,0.6492,1.5403
C12,add,4,3288,2138,5426,4,4,4,4,2,,,0.6502,1.5379
C12,sub,4,6323,4742,1581,4,4,4,4,,2,2,0.75,0.3334
C12,sub,3,615,124,491,3,3,3,3,,1,1,0.2016,3.9597
C12,add,2,92,87,179,2,2,3,2,1,,,0.9457,1.0575
C12,sub,3,845,579,266,3,3,3,3,,2,2,0.6852,0.4594
C12,sub,3,565,354,211,3,3,3,3,,0,0,0.6265,0.596
C12,sub,2,84,49,35,2,2,2,2,,1,1,0.5833,0.7143
C12,add,3,279,667,946,3,3,3,3,2,,,0.4183,0.4183
C12,add,3,554,492,1046,3,3,4,3,2,,,0.8881,1.126
C12,add,3,771,393,1164,3,3,4,3,2,,,0.5097,1.9618
C12,sub,2,61,22,39,2,2,2,2,,1,1,0.3607,1.7727
C12,add,2,41,40,81,2,2,2,2,0,,,0.9756,1.025
C12,add,2,41,44,85,2,2,2,2,0,,,0.9318,0.9318
C12,add,2,54,22,76,2,2,2,2,0,,,0.4074,2.4545
C12,sub,3,668,498,170,3,3,3,3,,1,1,0.7455,0.3414
C12,add,3,410,675,1085,3,3,4,3,1,,,0.6074,0.6074
C12,sub,4,3335,1871,1464,4,4,4,4,,2,2,0.561,0.7825
C12,sub,4,5936,2145,3791,4,4,4,4,,1,1,0.3614,1.7674
C12,add,4,1842,3868,5710,4,4,4,4,3,,,0.4762,0.4762
C12,add,2,49,40,89,2,2,2,2,0,,,0.8163,1.225
C12,sub,2,46,36,10,2,2,2,2,,0,0,0.7826,0.2778
C12,add,2,44,54,98,2,2,2,2,0,,,0.8148,0.8148
C12,sub,4,6493,1424,5069,4,4,4,4,,1,1,0.2193,3.5597
C12,sub,3,838,775,63,3,3,2,3,,1,1,0.9248,0.0813
C12,add,3,698,721,1419,3,3,4,3,2,,,0.9681,0.9681
C12,sub,4,8279,6507,1772,4,4,4,4,,1,1,0.786,0.2723
C12,add,3,243,998,1241,3,3,4,3,3,,,0.2435,0.2435
C12,sub,4,9834,7297,2537,4,4,4,4,,2,2,0.742,0.3477
C12,sub,4,5180,4952,228,4,4,3,4,,2,2,0.956,0.046
C12,add,2,68,91,159,2,2,3,2,1,,,0.7473,0.7473
C12,add,2,66,25,91,2,2,2,2,1,,,0.3788,2.64
C12,sub,3,512,111,401,3,3,3,3,,0,0,0.2168,3.6126
C12,sub,2,44,33,11,2,2,2,2,,0,0,0.75,0.3333
C12,sub,4,5854,2800,3054,4,4,4,4,,0,0,0.4783,1.0907
C12,sub,2,85,42,43,2,2,2,2,,0,0,0.4941,1.0238
C12,sub,2,88,20,68,2,2,2,2,,0,0,0.2273,3.4
C12,sub,4,5086,1671,3415,4,4,4,4,,1,1,0.3285,2.0437
C12,sub,2,86,69,17,2,2,2,2,,1,1,0.8023,0.2464
C12,add,3,993,293,1286,3,3,4,3,2,,,0.2951,3.3891
C12,add,2,52,45,97,2,2,2,2,0,,,0.8654,1.1556
C12,sub,3,869,774,95,3,3,2,3,,1,1,0.8907,0.1227
C12,sub,4,6956,1197,5759,4,4,4,4,,2,2,0.1721,4.8112
C12,add,4,7778,1650,9428,4,4,4,4,2,,,0.2121,4.7139
C12,add,2,63,64,127,2,2,3,2,1,,,0.9844,0.9844
C12,add,2,31,23,54,2,2,2,2,0,,,0.7419,1.3478
C12,sub,2,94,67,27,2,2,2,2,,1,1,0.7128,0.403
C12,sub,3,665,268,397,3,3,3,3,,2,2,0.403,1.4813
C12,sub,4,9364,2603,6761,4,4,4,4,,1,1,0.278,2.5974
C12,add,3,753,607,1360,3,3,4,3,2,,,0.8061,1.2405
C12,sub,3,783,600,183,3,3,3,3,,0,0,0.7663,0.305
C12,sub,4,7824,2782,5042,4,4,4,4,,1,1,0.3556,1.8124
C12,add,3,214,548,762,3,3,3,3,1,,,0.3905,0.3905
C12,sub,2,58,25,33,2,2,2,2,,0,0,0.431,1.32
C12,add,3,425,210,635,3,3,3,3,0,,,0.4941,2.0238
C12,sub,4,6280,5535,745,4,4,3,4,,2,2,0.8814,0.1346
C12,add,3,732,459,1191,3,3,4,3,2,,,0.627,1.5948
C12,sub,3,877,255,622,3,3,3,3,,0,0,0.2908,2.4392
C12,sub,2,90,23,67,2,2,2,2,,1,1,0.2556,2.913
C12,add,3,806,637,1443,3,3,4,3,2,,,0.7903,1.2653
C12,add,2,47,36,83,2,2,2,2,1,,,0.766,1.3056
C12,sub,4,8177,6218,1959,4,4,4,4,,2,2,0.7604,0.3151
C12,sub,4,9826,3330,6496,4,4,4,4,,1,1,0.3389,1.9508
C12,sub,4,7920,6096,1824,4,4,4,4,,2,2,0.7697,0.2992
C12,add,2,84,43,127,2,2,3,2,1,,,0.5119,1.9535
C12,sub,4,8284,7118,1166,4,4,4,4,,1,1,0.8592,0.1638
C12,sub,3,532,205,327,3,3,3,3,,1,1,0.3853,1.5951
C12,add,3,384,166,550,3,3,3,3,2,,,0.4323,2.3133
C12,add,2,16,89,105,2,2,3,2,2,,,0.1798,0.1798
C12,add,2,26,84,110,2,2,3,2,2,,,0.3095,0.3095
C12,sub,4,9216,1197,8019,4,4,4,4,,2,2,0.1299,6.6992
C12,sub,4,2827,1586,1241,4,4,4,4,,1,1,0.561,0.7825
C12,sub,4,7869,1727,6142,4,4,4,4,,0,0,0.2195,3.5565
C12,sub,4,6642,5140,1502,4,4,4,4,,0,0,0.7739,0.2922
C12,add,3,835,562,1397,3,3,4,3,1,,,0.6731,1.4858
C12,add,2,51,61,112,2,2,3,2,1,,,0.8361,0.8361
C12,sub,3,503,371,132,3,3,3,3,,1,1,0.7376,0.3558
C12,sub,4,7620,1397,6223,4,4,4,4,,2,2,0.1833,4.4545
C12,sub,4,9622,3143,6479,4,4,4,4,,2,2,0.3266,2.0614
C12,sub,2,35,10,25,2,2,2,2,,0,0,0.2857,2.5
C12,sub,3,931,917,14,3,3,2,3,,1,1,0.985,0.0153
C12,add,4,6616,1815,8431,4,4,4,4,2,,,0.2743,3.6452
C12,sub,4,7008,2814,4194,4,4,4,4,,2,2,0.4015,1.4904
C12,add,2,44,91,135,2,2,3,2,1,,,0.4835,0.4835
C12,add,3,523,568,1091,3,3,4,3,2,,,0.9208,0.9208
C12,add,3,889,989,1878,3,3,4,3,3,,,0.8989,0.8989
C12,add,3,733,638,1371,3,3,4,3,2,,,0.8704,1.1489
C12,sub,3,237,210,27,3,3,2,3,,0,0,0.8861,0.1286
C12,sub,3,467,231,236,3,3,3,3,,0,0,0.4946,1.0216
C12,sub,3,917,887,30,3,3,2,3,,1,1,0.9673,0.0338
C12,sub,4,8409,3222,5187,4,4,4,4,,1,1,0.3832,1.6099
C12,add,3,518,868,1386,3,3,4,3,2,,,0.5968,0.5968
C12,add,2,32,74,106,2,2,3,2,1,,,0.4324,0.4324
C12,add,3,388,452,840,3,3,3,3,2,,,0.8584,0.8584
C12,add,2,59,70,129,2,2,3,2,1,,,0.8429,0.8429
C12,sub,4,6485,1763,4722,4,4,4,4,,1,1,0.2719,2.6784
C12,sub,3,508,449,59,3,3,2,3,,2,2,0.8839,0.1314
C12,add,2,60,36,96,2,2,2,2,0,,,0.6,1.6667
C12,add,4,2845,6272,9117,4,4,4,4,2,,,0.4536,0.4536
C12,sub,4,5049,1366,3683,4,4,4,4,,2,2,0.2705,2.6962
C12,sub,2,77,56,21,2,2,2,2,,0,0,0.7273,0.375
C12,add,4,4714,4350,9064,4,4,4,4,1,,,0.9228,1.0837
C12,add,3,103,583,686,3,3,3,3,0,,,0.1767,0.1767
C12,add,4,1002,1250,2252,4,4,4,4,0,,,0.8016,0.8016
C12,sub,4,9759,6804,2955,4,4,4,4,,1,1,0.6972,0.4343
C12,add,3,482,674,1156,3,3,4,3,2,,,0.7151,0.7151
C12,sub,4,9091,7577,1514,4,4,4,4,,2,2,0.8335,0.1998
C12,sub,3,845,461,384,3,3,3,3,,1,1,0.5456,0.833
C12,add,3,746,874,1620,3,3,4,3,3,,,0.8535,0.8535
C12,add,3,608,258,866,3,3,3,3,1,,,0.4243,2.3566
C12,add,3,234,850,1084,3,3,4,3,1,,,0.2753,0.2753
C12,add,3,462,787,1249,3,3,4,3,2,,,0.587,0.587
C12,add,2,89,32,121,2,2,3,2,2,,,0.3596,2.7812
C12,sub,3,345,186,159,3,3,3,3,,2,2,0.5391,0.8548
C12,sub,3,320,108,212,3,3,3,3,,1,1,0.3375,1.963
C12,add,2,18,66,84,2,2,2,2,1,,,0.2727,0.2727
C12,add,3,774,577,1351,3,3,4,3,3,,,0.7455,1.3414
C12,sub,2,92,71,21,2,2,2,2,,0,0,0.7717,0.2958
C12,add,4,6122,2582,8704,4,4,4,4,1,,,0.4218,2.371
C12,add,3,130,860,990,3,3,3,3,0,,,0.1512,0.1512
C12,add,4,2267,6646,8913,4,4,4,4,2,,,0.3411,0.3411
C12,sub,4,7516,1470,6046,4,4,4,4,,1,1,0.1956,4.1129
C12,add,2,24,40,64,2,2,2,2,0,,,0.6,0.6
C12,add,2,89,19,108,2,2,3,2,2,,,0.2135,4.6842
C12,add,3,960,900,1860,3,3,4,3,1,,,0.9375,1.0667
C12,sub,3,697,209,488,3,3,3,3,,1,1,0.2999,2.3349
C12,add,2,44,78,122,2,2,3,2,2,,,0.5641,0.5641
C12,sub,3,861,726,135,3,3,3,3,,1,1,0.8432,0.186
C12,sub,3,583,355,228,3,3,3,3,,1,1,0.6089,0.6423
C12,sub,2,76,62,14,2,2,2,2,,0,0,0.8158,0.2258
C12,sub,3,815,326,489,3,3,3,3,,2,2,0.4,1.5
C12,sub,4,8332,7195,1137,4,4,4,4,,2,2,0.8635,0.158
C12,add,4,7776,2144,9920,4,4,4,4,2,,,0.2757,3.6269
C12,sub,4,8968,5974,2994,4,4,4,4,,2,2,0.6661,0.5012
C12,add,3,516,689,1205,3,3,4,3,3,,,0.7489,0.7489
C12,sub,4,2599,1779,820,4,4,3,4,,1,1,0.6845,0.4609
C12,add,3,102,657,759,3,3,3,3,0,,,0.1553,0.1553
C12,sub,2,96,14,82,2,2,2,2,,0,0,0.1458,5.8571
C12,add,3,145,850,995,3,3,3,3,0,,,0.1706,0.1706
C12,sub,2,90,32,58,2,2,2,2,,1,1,0.3556,1.8125
C12,add,4,4434,3121,7555,4,4,4,4,0,,,0.7039,1.4207
C12,sub,3,530,150,380,3,3,3,3,,1,1,0.283,2.5333
C12,add,4,3795,1843,5638,4,4,4,4,2,,,0.4856,2.0591
C12,add,2,63,17,80,2,2,2,2,1,,,0.2698,3.7059
C12,add,3,437,205,642,3,3,3,3,1,,,0.4691,2.1317
